   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
    2.54800  159.26456   38.00000  160.63925   -0.00863  165.62744    0.00000    1.12370    1.00748    0.98217
    2.55080  159.33560   38.00000  146.47989    0.08068  165.70021    0.00000    0.93186    1.07722    0.97843
    2.55360  159.40663   38.00000  160.48016   -0.00673  165.77295    0.00000    0.93774    1.15423    1.09807
    2.55640  159.47722   38.00000  161.51547   -0.01278  165.84526    0.00000    1.06270    1.00851    1.05456
    2.55920  159.54794   38.00000  160.21124   -0.00416  165.91771    0.00000    1.04469    1.16674    0.88289
    2.56200  159.61864   38.00000  167.39581   -0.04872  165.99016    0.00000    1.07398    0.95503    1.05578
    2.56480  159.68892   38.00000  164.01208   -0.02707  166.06218    0.00000    0.94726    0.89838    0.97351
    2.56760  159.75957   38.00000  155.18153    0.02866  166.13446    0.00000    0.82755    1.04720    0.94761
    2.57040  159.82996   38.00000  159.95300   -0.00077  166.20663    0.00000    0.90804    0.81273    0.67269
    2.57320  159.90010   38.00000  152.14246    0.04852  166.27835    0.00000    1.04974    1.03430    1.15703
    2.57600  159.97041   38.00000  164.41101   -0.02776  166.35039    0.00000    0.84680    1.08650    1.14298
    2.57880  160.04066   38.00000  153.77673    0.03914  166.42226    0.00000    1.26583    0.91700    1.03356
    2.58160  160.11053   38.00000  155.93376    0.02609  166.49376    0.00000    0.94009    0.80921    0.85771
    2.58440  160.18056   38.00000  160.83833   -0.00411  166.56554   -0.00890    0.83479    0.99852    0.89727
    2.58720  160.25070   38.00000  158.97263    0.00798  166.63718    0.00000    0.98452    0.95815    1.05807
    2.59000  160.32027   38.00000  154.80569    0.03440  166.70844    0.00889    0.85521    0.95951    0.88272
    2.59280  160.39012   38.00000  162.38251   -0.01242  166.77989    0.00000    0.97118    1.03570    1.08004
    2.59560  160.45966   38.00000  154.20210    0.03900  166.85101    0.00000    0.75109    0.92526    0.97917
    2.59840  160.52940   38.00000  169.63524   -0.05672  166.92226    0.00000    0.91404    1.24154    1.21998
    2.60120  160.59900   38.00000  164.64365   -0.02518  166.99345    0.00886    1.07251    1.21235    0.93566
    2.60400  160.66853   38.00000  158.38744    0.01420  167.06459    0.00000    1.04836    0.94771    0.78919
    2.60680  160.73772   38.00000  162.46564   -0.01075  167.13536    0.00000    0.92170    0.98514    1.05500
    2.60960  160.80714   38.00000  166.51323   -0.03548  167.20630    0.00000    0.97903    0.89922    1.04206
    2.61240  160.87624   39.00000  160.88898   -0.00008  167.27689    0.00000    1.12162    1.00539    1.01693
    2.61520  160.94542   39.00000  156.29921    0.02887  167.34766   -0.00882    0.90479    1.06153    1.05664
    2.61800  161.01476   39.00000  153.41612    0.04719  167.41833    0.00881    0.92128    0.99930    0.87884
    2.62080  161.08348   39.00000  160.57683    0.00315  167.48863    0.00000    0.76873    1.01377    0.83591
    2.62360  161.15259   39.00000  159.64738    0.00934  167.55917    0.00000    0.93847    0.74872    1.04343
    2.62640  161.22144   39.00000  162.18526   -0.00598  167.62959    0.00000    0.97179    0.92511    1.16773
    2.62920  161.29012   39.00000  165.50471   -0.02613  167.69968    0.00000    1.02863    1.27250    0.96668
    2.63200  161.35886   39.00000  160.02658    0.00826  167.76996   -0.00878    0.97711    0.81017    1.02809
    2.63480  161.42761   39.00000  163.87715   -0.01517  167.84013    0.00000    1.09209    1.20497    1.17104
    2.63760  161.49594   39.00000  171.11060   -0.05954  167.90994    0.00000    0.87303    0.90484    0.90877
    2.64040  161.56462   39.00000  163.46059   -0.01174  167.97997    0.00875    1.08055    1.01156    1.01266
    2.64320  161.63289   39.00000  156.03275    0.03465  168.04961    0.00000    0.90566    0.89479    0.93193
    2.64600  161.70129   39.00000  160.84833    0.00527  168.11948    0.00874    0.87835    1.02587    1.06881
    2.64880  161.76965   39.00000  156.80649    0.03068  168.18924   -0.00873    0.98931    0.96754    0.86275
    2.65160  161.83797   39.00000  158.04301    0.02345  168.25887    0.00872    0.88880    0.84608    0.96199
    2.65440  161.90590   39.00000  157.73331    0.02577  168.32819   -0.00872    1.00668    0.87347    0.95234
    2.65720  161.97397   39.00000  154.07402    0.04877  168.39774    0.00000    1.00293    1.14532    0.94125
    2.66000  162.04182   39.00000  153.91141    0.05017  168.46690    0.00000    0.86182    0.94003    1.22495
    2.66280  162.10977   39.00000  166.27153   -0.02567  168.53618    0.00000    0.74600    0.98344    0.88043
    2.66560  162.17772   39.00000  157.32472    0.02992  168.60547    0.00000    1.09209    0.79315    0.96141
    2.66840  162.24529   39.00000  162.23648    0.00005  168.67433    0.00868    0.98889    0.80424    0.92826
    2.67120  162.31314   39.00000  162.72186   -0.00252  168.74344   -0.00867    0.97267    0.94986    0.94889
    2.67400  162.38078   39.00000  164.58630   -0.01358  168.81247   -0.00867    1.23764    1.02881    1.03169
    2.67680  162.44824   39.00000  161.61903    0.00510  168.88109    0.00000    0.98271    1.15478    1.18825
    2.67960  162.51579   39.00000  162.33975    0.00108  168.94995    0.00000    1.00635    1.08309    1.12760
    2.68240  162.58316   39.00000  165.66798   -0.01897  169.01869    0.00000    0.88810    1.03172    1.01043
    2.68520  162.65027   39.00000  169.21338   -0.04035  169.08707    0.00000    1.03465    1.00697    0.88158
    2.68800  162.71777   39.00000  162.41208    0.00188  169.15569    0.00000    0.95108    1.07525    0.94042
    2.69080  162.78461   39.00000  167.42952   -0.02853  169.22389    0.00000    1.02026    1.09114    1.25555
    2.69360  162.85182   39.00000  172.26915   -0.05783  169.29236    0.00000    0.84178    0.93165    0.89111
    2.69640  162.91896   39.00000  163.17609   -0.00158  169.36072    0.00000    0.95489    1.05622    1.09199
    2.69920  162.98573   39.00000  173.72778   -0.06591  169.42868    0.00000    1.16229    1.13446    0.95395
    2.70200  163.05280   39.00000  155.85846    0.04412  169.49686    0.00000    0.79407    0.88728    0.98190
    2.70480  163.11966   39.00000  155.21565    0.04846  169.56496    0.00000    1.14730    1.07672    0.87530
    2.70760  163.18636   39.00000  163.83838   -0.00400  169.63274    0.00000    1.24748    1.09941    0.99713
    2.71040  163.25313   39.00000  163.01953    0.00143  169.70071    0.00000    0.85752    1.31761    0.98720
    2.71320  163.31972   39.00000  151.81303    0.07045  169.76857    0.00000    1.16460    0.99196    0.76401
    2.71600  163.38638   39.00000  161.23924    0.01314  169.83626    0.00000    0.87871    0.96566    0.78334
    2.71880  163.45250   39.00000  166.44246   -0.01829  169.90370    0.00000    1.00545    0.89971    1.13358
    2.72160  163.51915   39.00000  162.42261    0.00671  169.97131    0.00000    1.05052    0.95161    0.94103
    2.72440  163.58521   39.00000  158.02661    0.03398  170.03859    0.00854    1.06090    1.07896    1.02596
    2.72720  163.65160   39.00000  154.48573    0.05601  170.10606    0.00000    0.92288    0.90659    0.98857
    2.73000  163.71794   39.00000  156.15991    0.04617  170.17345   -0.00853    0.99267    0.96057    0.99523
    2.73280  163.78369   39.00000  170.97896   -0.04393  170.24042   -0.00852    1.07988    0.98156    1.04435
    2.73560  163.84999   39.00000  152.36702    0.07008  170.30768    0.00000    0.90863    0.98340    0.82018
    2.73840  163.91599   39.00000  164.22208   -0.00187  170.37477    0.00000    1.18669    0.86320    0.94178
    2.74120  163.98163   39.00000  169.01610   -0.03070  170.44156    0.00000    1.02596    1.28361    1.01202
    2.74400  164.04761   39.00000  172.78358   -0.05325  170.50853   -0.00850    0.94606    0.93540    0.84420
    2.74680  164.11354   39.00000  160.68709    0.02088  170.57544   -0.00849    0.83311    1.12501    0.87945
    2.74960  164.17888   39.00000  164.26126   -0.00050  170.64197    0.00000    1.02296    1.05056    0.94551
    2.75240  164.24455   39.00000  163.06203    0.00720  170.70863    0.00000    0.94055    0.85910    0.88330
    2.75520  164.31038   39.00000  169.86198   -0.03379  170.77531    0.00000    1.12727    0.93279    0.94564
    2.75800  164.37563   39.00000  155.86752    0.05176  170.84163    0.00000    0.89193    1.09943    0.78023
    2.76080  164.44104   39.00000  162.37839    0.01254  170.90816    0.00000    1.12530    1.06495    0.91601
    2.76360  164.50624   39.00000  165.82658   -0.00803  170.97430    0.00000    0.78192    0.99652    1.27274
    2.76640  164.57149   39.00000  159.91927    0.02827  171.04056    0.00000    0.92303    1.24680    0.99308
    2.76920  164.63693   39.00000  159.36386    0.03203  171.10684    0.00844    0.93644    1.08574    0.82479
    2.77200  164.70184   39.00000  162.29749    0.01460  171.17278    0.00000    1.13835    1.04808    0.99906
    2.77480  164.76706   39.00000  167.72932   -0.01798  171.23888   -0.00842    1.09494    1.06626    0.85661
    2.77760  164.83202   39.00000  170.50015   -0.03439  171.30490    0.00842    1.10544    0.97701    1.00335
    2.78040  164.89679   39.00000  165.24005   -0.00208  171.37051    0.00000    1.05881    1.04795    0.92218
    2.78320  164.96169   39.00000  162.22366    0.01660  171.43639    0.00000    1.11210    1.07702    0.91654
    2.78600  165.02654   39.00000  164.64154    0.00233  171.50217    0.00000    0.98929    0.95373    0.99333
    2.78880  165.09120   39.00000  162.22287    0.01737  171.56760    0.00000    0.85103    0.93583    0.56424
    2.79160  165.15582   39.00000  168.43489   -0.01985  171.63322    0.00000    0.98805    0.90425    0.97477
    2.79440  165.22058   39.00000  166.48418   -0.00765  171.69876    0.00838    0.99706    0.89495    0.98793
    2.79720  165.28496   39.00000  154.39394    0.06589  171.76398    0.00000    0.97862    0.90356    0.93722
    2.80000  165.34949   39.00000  166.60568   -0.00760  171.82944    0.00000    1.02450    0.98556    0.97370
    2.80280  165.41357   39.00000  169.57994   -0.02519  171.89445    0.00000    0.87588    0.97613    0.91359
    2.80560  165.47801   39.00000  161.92268    0.02149  171.95970    0.00000    0.80350    0.86244    0.91094
    2.80840  165.54237   39.00000  162.39583    0.01901  172.02483   -0.00835    1.08771    0.80786    1.06985
    2.81120  165.60623   39.00000  171.96375   -0.03839  172.08963    0.00000    0.85620    0.77315    0.85694
    2.81400  165.67056   39.00000  165.72871   -0.00035  172.15463   -0.00833    1.04905    1.01506    0.86107
    2.81680  165.73428   39.00000  171.05765   -0.03212  172.21928   -0.00833    1.04682    0.78072    0.92079
    2.81960  165.79837   39.00000  170.51115   -0.02842  172.28416   -0.00832    0.77606    0.78831    0.91501
    2.82240  165.86241   39.00000  169.64108   -0.02278  172.34895    0.00832    0.89553    0.96426    0.78118
    2.82520  165.92616   39.00000  161.05054    0.02938  172.41354    0.00000    0.88697    0.84773    0.75632
    2.82800  165.98985   39.00000  163.64771    0.01411  172.47798    0.00000    0.90569    0.92589    0.90636
    2.83080  166.05371   39.00000  165.86780    0.00112  172.54243    0.00000    0.97903    1.24628    1.00832
    2.83360  166.11711   39.00000  155.27229    0.06528  172.60670    0.00000    1.12795    1.07779    1.05621
    2.83640  166.18077   39.00000  161.74292    0.02670  172.67107    0.00828    1.05514    0.98570    0.89439
    2.83920  166.24437   39.00000  165.78700    0.00275  172.73534    0.00828    1.03884    0.95516    1.05125
    2.84200  166.30765   39.00000  171.19083   -0.02936  172.79933   -0.00827    1.01537    1.18192    0.87292
    2.84480  166.37102   39.00000  169.67151   -0.01984  172.86348   -0.00827    0.73614    1.13137    1.06559
    2.84760  166.43423   39.00000  169.27805   -0.01709  172.92734    0.00826    0.90020    1.03392    0.71426
    2.85040  166.49731   39.00000  166.65652   -0.00096  172.99127   -0.00825    0.90744    0.98549    0.92513
    2.85320  166.56059   39.00000  164.32971    0.01339  173.05522    0.00000    0.89522    0.95408    0.94340
    2.85600  166.62387   39.00000  166.19206    0.00259  173.11913    0.00000    0.97026    0.92936    0.95659
    2.85880  166.68669   39.00000  162.43048    0.02553  173.18259    0.00000    0.97192    1.07748    0.81107
    2.86160  166.74989   39.00000  165.43645    0.00788  173.24637    0.00000    0.75494    1.10697    1.03923
    2.86440  166.81247   39.00000  163.19801    0.02167  173.30963    0.00000    1.02389    0.86583    1.04842
    2.86720  166.87532   39.00000  164.08469    0.01672  173.37315   -0.00822    0.89896    1.02554    1.12417
    2.87000  166.93822   39.00000  165.11417    0.01093  173.43665    0.00821    0.96647    0.85193    0.96992
    2.87280  167.00090   39.00000  160.40169    0.03952  173.50006   -0.00821    1.03451    1.01828    0.71101
    2.87560  167.06334   39.00000  164.76431    0.01376  173.56308    0.00000    1.01708    0.98853    0.85943
    2.87840  167.12611   39.00000  161.93237    0.03108  173.62639    0.00000    0.80379    0.79741    0.85024
    2.88120  167.18832   39.00000  171.43349   -0.02539  173.68922    0.00000    1.06229    0.88773    1.03601
    2.88400  167.25084   39.00000  160.95804    0.03763  173.75233    0.00000    0.96327    0.96904    0.91964
    2.88680  167.31334   39.00000  162.33554    0.02975  173.81541    0.00000    0.91368    1.18287    0.96662
    2.88960  167.37560   39.00000  169.76773   -0.01429  173.87833    0.00000    0.92691    0.81057    1.16188
    2.89240  167.43768   39.00000  165.60188    0.01096  173.94093    0.00816    0.86177    0.81513    0.88234
    2.89520  167.50003   39.00000  169.64264   -0.01279  174.00374    0.00000    1.01780    0.99321    1.00623
    2.89800  167.56187   39.00000  162.80960    0.02836  174.06622    0.00000    0.85675    0.92053    1.04206
    2.90080  167.62396   39.00000  168.27464   -0.00388  174.12881    0.00000    0.90176    1.16479    0.91459
    2.90360  167.68608   39.00000  171.13216   -0.02055  174.19142    0.00814    0.86975    1.25451    0.94842
    2.90640  167.74780   39.00000  163.48158    0.02543  174.25363   -0.00813    1.06691    0.99656    1.02431
    2.90920  167.80966   39.00000  175.42355   -0.04537  174.31607    0.00813    0.96798    0.87669    1.06195
    2.91200  167.87129   39.00000  168.47192   -0.00358  174.37814    0.00000    0.97195    1.02388    1.16118
    2.91480  167.93307   39.00000  167.82913    0.00062  174.44044   -0.00812    0.94833    0.98297    1.04419
    2.91760  167.99477   39.00000  171.31154   -0.01974  174.50262    0.00000    0.95325    1.01058    0.99056
    2.92040  168.05649   39.00000  168.83006   -0.00460  174.56476   -0.00811    1.20578    0.94768    0.97077
    2.92320  168.11784   39.00000  167.96825    0.00089  174.62656    0.00000    0.86909    0.84742    1.00186
    2.92600  168.17912   39.00000  170.35274   -0.01292  174.68834    0.00000    0.81029    0.77099    1.00333
    2.92880  168.24054   39.00000  159.12556    0.05418  174.75020    0.00000    0.94412    1.08141    0.89925
